major,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
ed1,0.6642,0.6517,0.6144,0.5935,0.5637,0.5553,0.585,0.6225,0.6694,0.7534,0.8031,0.8279,0.845,0.8423,0.8434,0.8553,0.9384,1,0.978,0.9363,0.892,0.83,0.7568,0.6765
