major,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
gd1,0.563922942,0.530210158,0.504816112,0.536339755,0.544658494,0.565674256,0.670753065,0.795534151,0.977232925,1,0.950963222,0.878721541,0.797723292,0.774956217,0.761383538,0.753502627,0.761821366,0.711908932,0.691768827,0.649737303,0.628721541,0.628721541,0.614360771,0.530647986
